ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO9,ACO10,ACO11,ACO39,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO21,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30,ACO31,ACO33
A08611,South Bend Clinic Accountable Care,"Indiana, Michigan",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,7878,0.02815905,0.032242242,1912969,0,0,1,0.8848,,8851,8545,67934439,66021469,,,0.5,0.4424,77419,8708,20804,8246,75844,7876,20568,7637,81586,7299,16544,7694,76282,8728,16270,7774,8602,1.028,1.167,1.088,1.001,1.021,1.142,1.093,0.994,1.02,1.082,1.079,0.992,0.947,1.096,1.146,0.992,44,752,315,6529,7675,42,697,331,6605,967,3693,2029,1189,4656,3222,7105,542,28,19,7,177,2426,2206,88,119,46,368,761,0,1382,3280,99,309,174,251,237,2,7,5,7,7,7,139,789,71,529,171,670,252,8694,3606,3681,1394,14,0,0,0,0,0,49,45,22,0,0,80.62,92.31,92.17,86.18,58.64,72.93,73.39,31.16,13.92,16.84,44.14,65.55,52.07,7.96,11.85,100,92.45,30.17,70.61,83.06,44.78,86.29,20.41,72.18,79.44,63.81,82.72,N/A,54.84,10.48,60.48,67.34,88.31,82.35,83.49
A23786,"Clinical Partners of Colorado Springs, LLC",Colorado,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,4995,-0.060080934,0.039022011,-1928957,0,0,1,0.9627,,6575,6604,32105972,34034928,,,0.5,0.4814,75744,7341,10031,6077,69804,6901,9538,6000,58912,7557,10693,5756,54106,7992,10906,6483,6970,0.984,0.966,0.914,0.888,1.004,0.99,0.931,0.895,1.017,0.992,0.91,0.908,0.914,0.954,0.798,0.853,29,1132,176,4649,4883,20,546,140,4178,750,2608,1236,401,2794,2201,4618,142,31,70,5,129,1849,1577,27,222,30,93,185,0,1396,2982,60,270,211,192,171,1,14,6,3,3,3,97,748,23,570,111,647,273,8005,2785,3697,806,719,0,26,0,0,0,104,13,48,4,0,78.91,93.23,91.76,81.32,63.31,76.61,74.02,27.91,14.26,17.12,40.23,56.43,43.78,2.98,8.96,38.6,99.5,60.07,73.97,78.58,90.79,98.65,40.18,77.82,73.41,81.5,78.48,19.23,60.27,9.76,63.3,85.02,91.53,84.62,80.57
A38301,Physicians Accountable Care of Utah,Utah,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,7507,0.032175916,0.032984985,1893435,0,0,1,0.9538,,8091,7766,58846343,56952908,,,0.5,0.4769,48579,7526,17576,7773,49974,7069,12785,7719,53534,7493,11633,7398,56586,7653,7605,7584,7831,0.918,1.074,0.977,0.989,0.899,1.071,0.939,0.98,0.935,1.028,0.828,0.961,0.907,0.984,0.855,0.939,35,651,76,5543,7273,36,655,103,6479,990,3916,1923,678,4250,3257,7022,43,106,70,17,249,2123,1821,43,225,40,201,391,0,1534,2913,40,472,249,218,200,1,12,6,6,2,6,106,740,37,512,131,602,266,7946,3555,3485,902,5,0,0,0,0,0,64,94,16,3,0,80.42,93.23,92.92,83.54,56.44,76.85,70.87,28.64,13.5,16.75,39.89,54.44,45.58,4.13,12.14,98.31,95.22,61.38,58.85,77.21,86.7,97.49,38.35,70.63,70.79,82.37,72.76,0,34.75,19.62,41.13,77.82,83.27,92.86,69.28
A71307,"HCP ACO California, LLC","California, Nevada, Florida",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,53872,0.005731699,0.021225523,2930937,0,0,1,0.7857,,9719,9555,511355781,508424844,,,0.5,0.3929,74050,9163,11428,8210,73923,9116,11222,7944,73008,9401,11695,7874,73406,9489,12869,8122,9663,1.03,1.146,0.975,1.079,1.001,1.142,0.97,1.092,1.009,1.155,0.973,1.081,0.996,1.099,0.964,1.06,849,8343,7718,41652,52613,724,6116,5363,40410,8140,25027,14585,6120,30649,23223,40047,4679,2932,2480,85,3649,3061,2567,116,330,90,197,473,0,1465,3726,103,644,221,277,247,3,16,10,9,8,6,170,756,37,566,196,643,322,9801,3956,5237,601,7,0,0,0,0,4,1160,338,230,7,0,78.02,91.74,90.03,83.73,56.03,72.28,71.25,26.11,15.31,19.52,47.19,62.01,50.25,8.59,14.06,67.56,69.48,41.59,35.97,42.02,66.61,29.21,8.67,40.19,44.05,87.26,71.35,0,11.82,25.19,13.95,62.5,79.72,93.1,78.86
A23727,"Duke Connected Care, LLC",North Carolina,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,48985,-0.031828187,0.022101403,-14506115,0,0,1,0.9431,,9577,9073,455763148,470269263,,,0.5,0.4715,67351,9383,11064,7995,63156,9923,10326,7912,63784,9649,10215,7735,65373,10475,11099,8569,9882,1.006,1.169,0.909,1.011,0.981,1.182,0.959,1.025,0.99,1.163,0.927,1.025,0.975,1.167,0.89,1.011,592,7483,2765,32934,47587,725,7614,2678,36570,9841,23216,11606,4322,28224,20760,34914,12024,502,271,52,1222,2913,2739,51,96,46,195,401,0,3146,2646,107,389,335,296,285,1,5,5,12,9,5,174,764,42,724,202,775,321,9579,3494,4276,1537,272,0,9,1,0,9,566,1574,319,2,1,82.36,94.75,93.34,83.43,64.24,72.1,70.14,22.57,13.55,16.29,51.43,75.63,60.24,8.98,15.89,98.88,18.77,93.44,81.12,87.15,60.48,86.29,44.27,64.52,73.31,62.1,90.2,0,33.06,16.53,37.1,66.54,88.8,92.05,92.57
A43717,Louisiana Physicians ACO LLC,Louisiana,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,5778,-0.019589566,0.036663664,-1686771,0,0,1,0.9037,,15432,15216,86105589,87792360,,,0.5,0.4519,66553,12580,22998,11202,68596,12933,22045,11172,75292,13941,21753,11019,80793,12997,21863,12370,15734,0.984,1.233,1.148,1.147,1.018,1.221,1.146,1.146,1.006,1.27,1.167,1.141,1.019,1.227,1.185,1.171,155,924,1031,3539,5580,143,881,889,3666,1108,2193,1580,897,3428,2350,4193,1461,19,20,2,83,5759,3930,823,818,256,461,1459,0,2798,3853,178,1267,400,560,463,28,44,25,21,13,16,192,753,126,1078,381,947,304,11947,4646,5732,1548,22,0,0,0,0,0,29,24,20,0,0,82.55,94.3,94.05,85.82,61.44,73.2,69.04,29.32,15.63,19.51,70.88,107.06,82.29,10.08,16.88,75,95.52,70.4,69.6,60,90.28,96.68,58.15,63.07,57.27,96.5,74.6,0,37.07,14.29,42.08,74.26,92.81,88.46,74.89
A18812,RWJ Partners LLC,New Jersey,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,14165,0.053437087,0.0275005,8355828,8355828,3912029,1,0.9555,,11319,11277,156367573,148011746,,,0.5,0.4777,107053,10680,16550,10904,107786,11450,12904,10421,102672,10791,14823,10017,99998,10810,15563,9635,10714,1.136,1.203,1.09,1.189,1.134,1.175,1.11,1.169,1.091,1.163,1.005,1.14,1.098,1.1,1.063,1.103,75,1053,498,6884,13814,97,1581,722,11414,2026,6313,3853,1973,8173,5992,11632,1289,340,289,5,610,3205,2887,57,204,102,223,964,0,1863,4074,126,404,217,282,261,2,10,9,15,8,6,166,826,73,593,217,635,308,11100,4054,6524,517,5,0,0,0,0,3,179,217,49,1,0,79.11,94.55,94.29,84.04,58.96,74.95,72.07,20.79,14.43,16.33,48.17,70.57,52.57,9.69,19.13,89.09,95.04,58.29,70.82,72.88,72.98,95.9,53.47,56.14,71.66,62.78,70.87,8.33,36.87,24.58,45.29,62.16,81.59,90.43,75.36
A91435,Cleveland Quality Healthnet,Ohio,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,5928,0.070867951,0.036213213,8099974,8099974,3492013,1,0.8798,,20091,21373,114296712,106196738,,,0.5,0.4399,95402,17756,29305,16698,94635,20434,30086,17875,100544,20331,28674,15876,96595,20057,27735,15075,18668,1.087,1.626,1.359,1.422,1.118,1.585,1.381,1.426,1.203,1.656,1.441,1.411,1.142,1.556,1.422,1.375,153,733,821,3816,5689,131,565,546,4446,785,2126,1762,1255,3434,2494,3866,1898,41,7,0,116,7091,5914,582,475,252,672,3189,0,3188,3763,318,1014,297,758,690,18,25,25,31,34,16,245,817,324,1231,539,1342,351,12664,4759,4887,3013,5,0,0,0,0,0,29,5,25,0,1,82.85,94.13,92.38,85.43,62.78,68.05,68.34,25.2,16.37,19.98,82.34,117.3,91.35,21.7,21.47,89.29,99.57,63.23,64.64,56.05,95.34,95.02,62.97,56.71,69.54,96.53,74.5,9.09,41.74,24.35,52.17,72.08,94.7,89.16,81.51
A08181,"Accountable Care Coalition of Mississippi, LLC.",Mississippi,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,6044,0.073757639,0.035911912,4354212,4354212,1865788,1,0.8745,,10050,9193,59034055,54679842,,,0.5,0.4372,68630,7476,12473,8104,70503,7429,12577,6868,67968,7328,11234,7286,66812,7769,10759,7427,9309,0.988,0.922,0.83,0.931,0.963,0.969,0.857,0.931,0.954,0.931,0.839,0.972,0.956,0.981,0.855,0.994,119,3217,1543,2716,5874,108,2257,1170,2341,2554,2202,971,317,3318,2726,2163,3819,20,16,1,25,2757,2293,178,125,173,193,477,1,2766,2092,155,825,307,335,300,6,7,20,8,15,10,195,718,38,1217,232,773,232,9188,421,2844,944,4979,0,168,0,0,0,121,56,232,0,0,75.93,92.4,91.76,86.03,60.76,69.04,69.05,31,15,18.58,50.11,82.37,69.65,11.25,8.34,86.67,96.03,47.38,54.29,38.89,86.36,87.19,66.61,54.64,53.48,85.33,75.41,5.88,23.99,28.3,33.96,57.44,89.84,100,83.05
A24804,"Alliance for Integrated Care of New York, LLC","New York, New Jersey",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,6775,-0.05191475,0.034448448,-2995846,0,0,1,0.9199,,8652,8248,57707024,60702870,,,0.5,0.4599,104661,6419,16063,10296,76204,6334,11646,8227,87256,6222,11153,8088,79062,7066,12106,9426,9101,1.088,0.964,1.102,1.102,1.111,0.961,1.057,1.06,1,0.97,1.027,1.062,0.994,0.876,1.001,1.081,64,4418,1062,1881,6670,51,3552,989,2078,3730,1797,889,359,3189,3586,4299,1588,193,316,16,363,2901,2553,6,54,293,48,659,4,1397,3667,124,257,252,263,237,0,3,23,5,7,8,185,839,41,917,221,600,212,12200,4110,6382,1526,182,0,3,0,0,3,90,136,55,0,0,79.37,91.24,89.52,84.3,57.61,74.98,70.91,26.31,15.41,17.58,51.85,74.39,61.69,7.54,11.32,60.53,92.94,46.48,63.68,51.76,74.39,96.36,51.95,47.4,58.57,77.4,76.97,0,40.07,30.32,50.18,72.49,87.17,100,86.46
A67365,"Accountable Care Coalition of Maryland Primary Care, LLC.","Maryland, District of Columbia",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,6777,0.18134635,0.034444444,21757933,21757933,10225391,1,0.9591,,18287,19246,119979987,98222055,,,0.5,0.4796,143856,19295,22210,15655,129691,19877,20007,15636,143471,19364,21124,14981,103492,16638,17696,12197,14971,1.109,1.338,1.006,1.16,1.152,1.321,1.045,1.164,1.117,1.292,1.026,1.154,1.079,1.339,0.955,1.105,135,583,1165,4471,6561,96,637,1196,4632,815,2648,2037,1277,3963,2814,3685,1528,812,196,9,547,5341,5096,63,165,54,303,1947,0,2200,5014,198,579,221,371,356,1,9,6,13,8,8,191,829,160,813,307,827,367,14460,6636,6304,1511,9,0,0,0,0,0,31,2,16,0,0,82.72,91.33,90.91,86.68,58.3,74.34,71.95,21.18,15.22,17.54,53.9,85.45,67.23,13.31,17.92,71.88,91.66,83.81,83.05,76.44,85.39,94.92,74.81,63.52,58.14,90.26,84.49,0,45.88,18.74,52.71,77.14,86.23,96.97,86.13
A49168,"CMG ACO, LLC",Connecticut,Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,17717,-0.023976637,0.025912983,-4361956,0,0,1,0.9883,,10478,9994,181925262,186287218,,,0.5,0.4941,80327,9814,12591,8564,89004,9798,14090,8636,81820,11240,13267,8740,86086,12091,14794,9323,10729,1.042,1.065,1.032,1.07,1.043,1.087,1.009,1.071,1.047,1.11,1.021,1.066,1.048,1.153,1.039,1.08,146,1684,1812,14672,17362,128,1602,1863,13770,2052,7480,5268,2917,10043,7674,15907,917,148,116,6,623,3035,2772,92,83,113,223,782,0,2285,3519,164,835,182,261,247,3,3,9,11,5,5,155,826,69,661,199,693,228,11895,4337,5783,1767,9,0,0,0,0,0,82,108,45,1,0,79.14,92.71,93.69,86.1,61.74,77.2,74,23.19,14.07,16.61,46.69,60.34,47.91,5.09,13.85,73.68,87.67,69.6,73.05,80.7,84.57,97.74,42.04,69.42,79.41,91.76,82.96,13.33,37.31,17.54,44.03,82.44,85.97,83.16,80.3
A91307,Frederick Integrated Healthcare Network LLC,Maryland,Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,10846,0.090878074,0.029492299,11021673,11021673,5130589,1,0.95,,11494,11449,121279786,110258113,,,0.5,0.475,94820,12976,19943,11251,93473,11497,16621,11033,92568,12170,14318,10348,82252,10726,12863,9804,10450,1.035,1.172,1.154,1.123,1.061,1.209,1.144,1.101,1.051,1.156,1.016,1.1,1.059,1.141,0.995,1.055,45,932,349,6974,10551,65,977,395,9114,1320,5066,3029,1431,6229,4617,9710,683,102,35,2,314,3339,3268,3,35,32,182,589,0,1961,3961,100,439,226,234,229,0,2,3,7,9,8,116,819,55,548,182,836,385,10568,3618,5845,1101,4,0,0,0,0,4,58,112,29,1,0,79.82,89.74,89.4,85.11,60.05,71.25,75.22,23.51,13.32,16.52,44.99,61.97,51.36,9.55,15.14,87.5,52.82,72.29,76.19,73.39,83.06,96.77,70.16,51.21,65.06,72.98,85.23,5.56,31.45,20.56,35.48,70.56,94.4,89.04,88.35
A95248,"Holy Cross Physician Partners ACO, LLC",Florida,Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,13676,0.001555485,0.027793959,235625,0,0,1,0.9118,,11361,11173,151480294,151244669,,,0.5,0.4559,84338,10158,18129,10195,77569,12321,20048,10334,96160,12088,18117,10490,90957,13222,20625,10519,11343,1.04,1.189,1.037,1.147,1.027,1.194,1.034,1.16,1.065,1.121,1.024,1.154,1.077,1.181,1.076,1.121,49,800,591,12299,13334,37,702,603,11992,1074,6042,3863,2697,7464,6212,12107,879,71,211,11,397,3050,2382,48,587,64,395,535,1,2310,4012,89,930,214,315,279,1,27,7,10,8,5,158,788,44,680,237,754,362,11895,3914,7367,612,3,0,0,0,0,3,74,114,13,0,0,81.31,93.84,94.56,81.76,57.02,74.9,71.95,21.58,14.37,19.38,47.68,74.1,58.77,7.71,12.64,75.61,87.67,65.46,56.1,35.71,72.11,98,11.11,52.61,59.36,72.97,72.38,N/A,17.9,12.06,19.84,70.34,74.6,94.41,77.84
A11353,WellSpan Population Health Services,"Pennsylvania, Maryland",Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,39394,-0.037035176,0.023060535,-13957229,0,0,1,0.9678,,9870,9461,376864112,390821341,,,0.5,0.4839,70786,8862,15273,8367,83074,9080,14844,8482,79707,8905,14974,8716,78026,10043,13803,9526,10236,0.99,1.076,1.041,1.083,1.009,1.064,1.08,1.087,1.042,1.076,1.085,1.08,1.016,1.064,1.043,1.085,242,4695,1728,30714,38181,264,4640,1544,31733,6077,16274,11239,5804,22498,16896,37230,939,160,267,18,780,3608,2899,67,590,81,266,659,0,2361,2896,98,390,215,336,295,2,31,9,14,8,5,156,832,64,622,222,785,214,9299,4255,3603,1400,42,0,5,0,0,14,388,458,182,1,0,84.69,93.6,93.39,85.65,64.1,76.91,73.94,25.66,14.09,15.38,53.82,70.47,58.56,8.38,16.06,97.04,82.44,65.05,85.89,89.16,80.85,98.59,47.55,72.37,72.56,81.85,87.3,0,55.51,10.27,60.46,65.69,87.66,87.1,78.77
A05950,"Health Alliance Integrated Care, LLC ","Idaho, Oregon",Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,8057,0.014444525,0.031942943,1135380,0,0,1,0.9834,,10044,9784,78602769,77467389,,,0.5,0.4917,66953,9159,13596,8041,80027,9596,13023,8074,83265,10224,13188,8653,74486,9737,14057,8714,9899,1.01,1.073,1.015,1.005,1,1.065,0.997,1.016,0.974,1.112,0.979,1.024,1.045,1.083,1.04,1.034,67,1473,843,6317,7826,65,1216,708,5838,1482,3339,2293,943,4625,3432,7544,37,62,168,29,217,3031,2675,265,85,50,303,564,0,3129,2145,114,554,261,289,275,6,3,4,9,6,5,123,780,61,1009,173,792,254,9110,2625,3506,2157,822,0,0,5,0,8,131,203,93,2,4,81.01,91.66,90.63,84.92,61.03,76.06,73.41,19.28,14.13,16.53,45.17,56.81,48.24,5.44,9.35,92.23,85.35,86.96,59.48,77.91,68.9,95.15,84.81,51.18,64.23,87.9,85.28,7.32,42.86,13.1,46.03,62.14,88.76,97.78,90.28
A25744,PACN,North Carolina,Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,14165,-0.002605555,0.0275005,-309356,0,0,1,0.9932,,8561,8193,118729290,119038645,,,0.5,0.4966,70529,8064,10993,7294,64673,8524,11397,7489,61819,8301,10903,7617,67796,9358,11028,7967,8584,1.04,1.129,1.053,1.012,0.983,1.072,1.054,1.009,1.001,1.103,0.968,1.01,1.035,1.069,0.994,1.007,102,1173,541,12164,13868,91,1080,531,12166,1447,6644,4321,1753,8044,6121,12272,1475,48,35,59,276,2499,2394,14,82,15,196,276,0,1676,3416,66,243,302,269,261,0,4,3,13,10,8,154,805,34,589,190,884,382,11197,4589,4923,1673,12,0,0,0,0,0,29,91,25,0,0,85.98,93.83,92.9,85.42,61.09,78.13,74.55,33.76,14.87,17.74,54.03,74.02,56.67,8.83,17.33,100,98.36,88.1,89.24,91.01,82.33,98.06,62.35,82.47,75.4,84.21,85.53,N/A,48.79,7.66,52.02,70.14,89.57,95.1,89.42
A74448,Cotton-O'Neil ACO llc,Kansas,Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,23020,0.001915774,0.02469799,409018,0,0,1,0.9797,,9523,9255,213500074,213091056,,,0.5,0.4898,71774,8900,15851,7764,75090,9387,16176,8211,77178,10088,16865,8213,75072,9974,16302,8655,9504,0.987,1.091,1.131,1.007,1.033,1.16,1.136,1.032,1.056,1.182,1.137,1.029,1.017,1.128,1.101,1.031,143,3060,936,18224,22420,127,2905,888,18500,3632,9729,6641,3018,13166,9854,21253,961,76,172,104,454,3277,2655,62,519,73,205,624,0,2138,2846,89,272,272,350,309,2,32,8,12,8,8,160,797,69,711,218,872,263,9341,3110,3977,2223,31,0,0,0,0,2,118,172,113,0,0,85.19,92.35,91.2,85.98,62.42,75.31,71.69,28.05,14.85,18.57,52.71,75.93,63.62,7.02,15.33,100,93.53,85.43,87.18,95.16,96.77,99.19,87.4,85.48,83.87,93.95,86.38,9.76,58.47,9.68,63.71,72.98,90.73,93.7,83.71
A73551,St. Francis Accountable Health Network,Kansas,Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,8677,0.062953955,0.031322322,5809041,5809041,2786995,1,0.9791,,11010,10503,92274435,86465395,,,0.5,0.4896,69241,9448,17055,8598,67929,9015,17058,8733,86760,11502,20141,9307,80282,10666,18243,9043,10317,0.924,1.09,1.181,1.031,0.97,1.112,1.152,1.047,1.007,1.173,1.195,1.068,1.041,1.207,1.27,1.063,70,1334,486,7389,8381,62,1149,479,6691,1464,3876,2244,1093,4941,3736,7878,438,39,80,51,191,3365,2739,118,484,73,574,902,0,2608,2488,108,262,254,353,312,3,30,8,6,5,10,161,789,94,804,226,917,252,9209,3342,3515,1951,401,2,0,3,0,5,50,71,38,0,0,78.85,91.02,90.75,85.61,60.31,76.69,70.66,27.26,14.92,19.87,47.02,69.97,59.64,4.05,5.95,73.58,72.31,83.27,66.14,76.14,66.67,95.59,76.53,65.79,68.93,78.5,76.87,2.74,35.48,11.47,39.78,72.93,92.37,92.65,89.47
A17964,"RHS Regional Health Network, LLC",Illinois,Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,9014,-0.079086168,0.030985986,-6910860,0,0,1,0.9523,,10049,9981,87383933,94294793,,,0.5,0.4762,58903,7532,13293,7056,63065,7576,12547,7002,70214,10557,20493,8835,73891,10070,18641,9244,10843,0.934,0.998,0.993,1.004,0.96,1.011,0.974,1.003,0.95,1.152,1.182,1.04,0.984,1.059,1.163,1.043,91,1526,758,6655,8696,92,1520,712,6372,1857,3602,2260,1295,5085,3929,7877,862,48,62,6,159,3750,3194,84,406,105,513,1025,1,2320,2694,158,410,283,372,338,2,23,10,20,10,9,178,788,93,778,268,692,300,9045,3640,3962,1431,12,0,0,0,0,2,104,196,44,0,0,77.53,90.04,88.83,83.06,59.49,71.54,70.91,21.79,14.76,19.38,61.16,84.68,66.15,8.94,17.34,100,95.92,88.1,62.99,66.67,82.65,96.74,90.77,52.67,63.74,81.09,82.2,11.9,45.45,17.05,53.41,78.91,94.23,95.31,75.58
A49534,"Capital Health Accountable Care Organization, LLC","New Jersey, Pennsylvania",Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,4792,-0.059071519,0.04013907,-2835533,0,0,1,0.9462,,10275,10269,48001696,50837229,,,0.5,0.4731,82243,9950,13060,8613,81445,9718,13307,8669,93429,10031,12364,9245,80625,10472,14778,10093,10881,1.069,1.063,1.069,1.098,1.03,1.054,1.031,1.066,1.03,1.075,1.056,1.072,1.042,1.169,1.129,1.104,65,854,278,4636,4672,38,520,178,3937,651,2149,1248,744,2952,1840,3662,915,37,47,2,129,3396,2856,85,418,92,234,608,0,2098,4143,59,357,233,290,264,1,18,7,11,8,6,176,787,54,676,207,720,308,11381,4029,6464,751,137,0,4,0,0,5,106,155,56,0,2,78.93,95.31,94.83,82.26,59.28,73.27,73.35,18.34,14.75,17.37,50.78,75.3,57.8,8.37,16.04,87.5,98.27,90.32,81.22,79.03,85.48,96.77,78.23,79.03,85.89,94.35,97.78,0,41.53,17.74,47.58,84.68,89.52,98.39,89.11
A72677,Signature Partners,"Virginia, West Virginia",Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,34413,-0.051578591,0.023558652,-16977149,0,0,1,0.9131,,9840,9345,329151074,346128223,,,0.5,0.4565,80076,9941,13736,8573,81223,10338,13195,8344,72864,10437,13899,8259,77746,11853,14923,9201,10347,1.075,1.125,0.961,0.986,1.111,1.13,0.964,0.981,1.057,1.164,0.934,0.975,1.013,1.178,0.932,0.978,192,3347,1650,23518,33451,294,3272,1671,28215,4538,16419,9551,3905,19526,14887,28696,2674,908,619,19,1497,3292,3025,22,212,53,213,788,0,2102,3436,158,494,222,324,304,1,11,8,15,12,8,174,782,71,810,203,771,350,9703,3326,4912,922,542,7,10,6,0,26,515,850,291,1,5,79.36,92.31,91.6,83.79,58.07,73.39,73.41,19.95,15.49,18.86,62.72,91.69,71.65,12.6,20.44,96.99,93.94,69.13,67.24,71.14,85.28,81.77,46.18,53.4,59.46,82.32,81.96,0,25.54,12.59,25.9,62.36,86.8,97.28,81.92
A73256,Trinity Health Michigan d/b/a St. Mary Mercy Hospital,"Michigan, Georgia",Initial,1,01/01/2015,1,0,0,01/01/2015,1,0,0,0,0,9447,0.107964582,0.030552553,11419953,11419953,5368449,1,0.9594,,11506,10996,105774997,94355044,,,0.5,0.4797,80249,10617,17707,10206,92545,11125,14742,10346,89944,11329,15229,10029,62383,10122,11768,9651,10264,0.978,1.132,1.166,1.191,1.089,1.172,1.054,1.165,1.039,1.215,1.026,1.179,0.991,1.156,0.988,1.169,51,789,283,7130,9193,85,938,326,7844,1257,3880,2727,1583,5459,3988,8231,898,103,19,7,189,3240,2876,93,212,97,183,731,1,1954,3316,110,657,209,372,349,3,12,9,15,12,7,172,796,79,720,288,847,291,10168,4880,4699,556,33,2,2,0,0,4,71,123,20,0,0,83.63,93.47,91.9,84.67,61.35,73.32,71.7,33.7,15.03,17.33,60.77,84.82,66.91,12.06,13.66,80,59.76,73.32,68.58,57.02,82.89,94.15,55.66,56.44,62.3,79.44,85.45,5.56,35.86,12.35,38.65,70.61,84.92,95.03,75.77
